F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,Class
-0.3804,2788.51,1459.5,8096.52,2.16,8594.61,-1.7083,-1231.22,3066.85,39.1528,-90010.02,1.2104,6.92,1,-2.876,-1.3353,2.0084,-4.9946,-8.104,1,35.55,False
-0.4974,2552.22,1732.17,7342.32,5.16,8682.81,-3.215,-1215.08,3177.02,46.538,-90037.269,0.7916,11.973,1,-1.4729,-0.9161,0.777,-9.32,-6.822,0,,True
-0.0613086,2684.82,1529.85,7832.206,5.16,9866.01,-2.3052,-1415.948,3182.75,29.23,-90103.2,1.1932,8.674,0,-5.474,-0.7217,2.908,-8.092,-7.728,1,,False
-0.09162,2725.02,2059.02,-655.08,5.16,10876.11,-2.4156,-1313,2264.85,30.9,-90120.36,0.757,12.892,0,-1.34364,-0.4525,1.834,-5.3616,-14.468,1,,False
-3.552,2853.22,1420.23,5054.92,5.16,8012.01,-2.0383,-1366.54,3287.53,24.87,-90241.74,1.2608,36.5,1,-1.3978,-0.9173,6.136,-8.724,-10.278,1,30.66,False
-0.9165,2475.02,2038.02,7825.634,2.16,9829.11,-2.98,-1478.64,3499.25,26.654,-89983.41,1.339,7.316,1,-4.685,-0.708,3.884,-6.758,-6.2244,0,,False
-1.7406,2878.42,3630.72,9251.12,2.16,6694.11,-2.5092,-1358.74,3292.58,29.516,-90111.03,3.05,11.666,0,-1.6765,-0.7365,4.028,-4.7752,-9.998,0,,True
-0.26859,2587.02,1716.33,7926.28,5.16,4344.21,-1.7691,-821.64,3201.042,33.442,-90209.52,7.744,17.82,0,-3.654,-0.4922,0.7566,-4.8502,-5.9004,0,33.75,True
-0.9897,2457.62,2465.52,8136.52,2.16,9638.61,-1.9424,-1391.646,3128.84,39.37,-90106.29,1.9188,10.816,0,-2.893,-0.7053,1.2786,-5.341,-6.972,1,,True
-0.8154,2830.144,1631.37,10766.92,5.16,8674.71,-2.0213,-1380.9,3386.35,30.818,-90303.69,0.7886,45.12,0,-1.4859,-0.7082,2.648,-5.4308,-7.672,1,,False
-0.16959,2701.42,1547.34,8327.32,5.16,9435.03,-2.915,-1329.82,3144.93,44.552,-90012.63,2.3418,74.56,0,-2.511,-1.1804,1.0484,-6.644,-7.996,1,,False
-0.4362,2868.16,4328.52,9079.72,5.16,894.21,-2.0835,-1364.26,3477.85,33.872,-90047.277,1.0234,14.9,1,-1.7097,-0.405,1.95,-4.49612,-8.126,0,37.38,True
-7.359,2813.64,1827.6,8185.12,2.16,8447.31,-1.60108,-1380.38,3386.55,21.162,-90004.5,1.2026,16.53,1,-1.96,-0.8643,2.488,-6.1932,-6.0132,0,,False
-0.10629,2833.363,1679.16,7416.12,5.16,8240.31,-1.9484,-1333.22,3270.25,44.37,-90008.46,3.428,8.371,1,-2.057,-0.9119,1.5942,-5.8896,-10.608,1,,True
-2.2653,2812.42,2056.62,9227.32,2.16,8218.41,-2.0556,-1138.04,3151.47,11.48,-90064.941,1.7914,12.565,1,-1.8049,-1.363,1.6872,-5.588,-6.2768,1,38.97,True
-0.0610776,2867.04,1643.31,7172.72,2.16,8911.38,-2.4463,-317.84,3274.58,33.752,-89994.99,2.368,9.17,0,-1.7341,-3.131,0.4456,-5.7868,-7.131,0,35.58,False
-0.26898,2828.9711,1710.3,8218.32,2.16,8872.71,-2.5296,-1394.358,3291.12,12.96,-90227.22,2.368,67.55,0,-2.911,-1.549,2.858,-11.642,-6.3402,0,,True
-2.4669,1854.72,2195.52,8023.94,2.16,9125.58,-1.7334,-1355.14,3118.94,21.106,-90070.386,4.254,15.61,1,-3.652,-0.5848,3.328,-6.584,-6.4252,1,39.39,True
-0.4356,2757.05,1501.44,9139.92,2.16,10303.71,-2.4438,-1404.644,2544.75,38.4022,-90101.4,0.653,23.97,1,-1.7421,-0.8295,2.512,-9.996,-11.286,1,33.06,False
-0.7731,3258.42,1610.169,7648,2.16,8594.31,-2.3438,-1385.92,3407.65,20.236,-90155.85,1.3154,10.474,1,-2.416,-1.1083,3.642,-6.1536,-5.69378,1,,True
-0.072951,2633.02,2621.82,6914.92,5.16,8482.41,-2.3445,-1010.84,2929.65,33.912,-90041.904,1.5696,11.14,1,-1.4644,-0.9978,1.0412,-5.3082,-9.314,0,,True
-0.15162,2491.42,2718.42,7314.12,5.16,5403.21,-3.458,-1067.84,2968.65,38.6698,-89995.38,2.171,5.914,1,-2.1856,-0.5629,1.7594,-4.5834,-7.5164,1,36.78,False
-0.8232,1549.12,1778.4,8159.72,5.16,9191.625,-1.981,920.96,1696.35,31.446,-87061.53,0.6542,7.798,1,-3.795,-1.63,0.35018,-8.726,-6.1622,1,,True
-0.7596,2686.92,1199.52,8811.52,5.16,8871.81,-4.036,440.36,3073.25,53.902,-90057.861,1.6012,16.19,1,-1.7937,-1.938,0.41818,-4.976,-6.4746,1,,False
-0.7809,2723.42,3636.72,7706.72,2.16,9064.47,-2.915,-1436.62,3256.24,32.776,-90069.246,2.614,4.31691,0,-2.807,-0.7647,1.8504,-4.6932,-8.53,1,,False
-0.073434,2117.92,1586.8509,6990.12,5.16,9711.51,-3.006,-1341.66,3150.34,45.25,-89991.15,7.022,5.953,1,-1.7653,-0.6987,3.012,-7.322,-6.7464,1,34.32,False
-0.32031,2384.72,1755.69,10566.92,5.16,9239.94,-2.0387,-1256.78,3137.34,35.6218,-90050.43,3.786,18.66,0,-1.496,-1.418,0.985,-10.588,-7.0116,0,36.12,True
-0.17553,2717.42,1129.92,7931.72,5.16,9351.84,-2.3126,-1386.66,3178.76,31.298,-90280.35,2.1084,16.36,1,-1.37981,-1.0775,2.1564,-4.6914,-8.344,1,34.32,False
-0.20907,2670.02,1694.04,7899.9,5.16,7233.81,-2.505,-1217.46,2948.65,34.506,-89925.54,0.929,38.02,0,-3.915,-0.5589,1.5416,-6.1466,-7.444,1,38.16,False
-0.066978,2469.02,1286.19,2668.92,5.16,9591.21,-1.6649,-1647.04,4595.35,46.934,-90038.058,0.48726,7.623,0,-1.38491,-1.96,1.3066,-5.2838,-6.3786,1,,False
-0.7398,1752.12,18814.92,9186.92,5.16,9320.46,-2.4463,-1332.92,2770.35,53.046,-90088.65,0.9588,10.057,0,-1.6617,-0.9693,1.1136,-4.42748,-6.3552,0,34.86,True
-0.7938,2100.22,730.92,8872.92,5.16,6363.51,-2.643,-1176.24,2906.55,40.918,-90370.83,1.3464,11.215,1,-2.09,-0.42254,1.6344,-5.1028,-5.8698,1,30.54,False
-2.5944,2700.52,5848.92,5028.92,5.16,9157.92,-1.8703,-1427.836,3290.97,59.5,-90410.73,1.9068,32.28,1,-1.36942,-2.469,3.302,-4.5344,-8.03,1,,True
-0.071313,2839.08,4428.42,9223.32,5.16,9223.593,-3.436,-1513.8,3290.98,31.216,-90121.62,3.54,21.89,0,-1.9066,-0.8677,1.502,-4.599,-10.976,1,39.09,True
-0.060948,2285.12,3501.72,11636.92,5.16,4155.21,-2.4353,-795.24,2910.65,37.7442,-90041.736,0.51998,33.07,1,-1.4384,-0.4874,0.6136,-5.048,-6.0506,0,,True
-0.1725,3441.72,2049.42,8297.92,5.16,8517.81,-2.2202,-1343.94,3319.75,23.562,-89997.6,1.597,14.024,1,-2.071,-1.666,3.742,-5.6832,-5.7816,0,40.08,True
-0.9717,2528.82,2302.02,8323.12,5.16,9696.51,-1.9415,-1455.18,3715.85,49.174,-90018.84,0.6628,28.17,1,-2.652,-0.6305,2.628,-5.14,-5.9036,1,,True
-1.1547,2134.92,1843.68,7519.12,5.16,9413.79,-2.0352,-1385.04,2969.85,33.544,-90112.56,1.572,6.813,0,-1.7005,-2.101,1.863,-6.688,-6.7896,1,39.36,True
-4.836,2743.79,6067.92,9075.92,5.16,9306.69,-1.805,-1628.84,3259.53,29.976,-90111.27,4.47,8.96,0,-1.5955,-1.609,1.0018,-4.5604,-7.904,1,31.2,True
-0.14052,3029.02,1510.56,7711.1,5.16,8906.61,-2.0259,-1298.82,3392.85,29.12,-90095.25,1.551,7.912,1,-3.023,-2.165,1.1966,-7.176,-6.3504,0,,False
-0.09384,3008.72,1585.4307,7716.68,5.16,8336.31,-2.406,-1399.254,3515.15,34.034,-89997.54,1.7072,9.896,0,-1.9593,-1.187,4.97,-11.04,-7.88,1,,False
-0.4425,2974.32,2526.42,5564.92,5.16,8925.45,-1.6701,-1311.5,3290.26,18.17,-90217.05,3.858,22.14,0,-1.5062,-2.413,0.6776,-4.7486,-5.9482,0,,False
-0.7617,2598.42,1549.98,7459.92,5.16,9351.63,-2.3208,-979.64,3081.35,42.378,-100473.33,2.452,33.23,0,-2.348,-2.221,0.4596,-7.154,-8.622,0,,False
-3.135,1620.12,1759.29,7876.72,2.16,8901.03,-3.083,55.16,3132.94,26.264,-90059.604,5.848,5.1379,1,-1.8492,-2.172,0.5378,-5.782,-6.078,0,33.27,False
-0.2193,2518.02,1849.44,7757.36,2.16,9821.31,-2.701,-1403.224,3176.7,42.294,-90123.24,6.948,21.14,1,-3.308,-0.7684,4.886,-6.822,-7.948,1,,True
-5.064,2608.22,4106.82,9452.72,2.16,9297.42,-2.2518,-1355.44,3065.95,38.7842,-90017.34,1.894,10.862,0,-1.6838,-2.993,1.1526,-4.5982,-8.224,1,,True
-4.053,2895.45,1789.08,8045.72,2.16,9524.91,-2.888,-2890.84,3568.45,41.522,-90045.222,1.3578,4.63,0,-1.7585,-0.9462,0.3943,-5.7118,-6.4466,1,33.27,False
-0.10023,2952.22,2739.72,7614.12,5.16,2142.21,-2.5603,-1410.1864,3592.65,43.966,-90092.34,1.3204,8.357,0,-4.192,-0.44758,5.912,-5.147,-5.939,1,36.51,True
-0.13884,2740.2,662.82,8083.72,2.16,8906.07,-2.661,-916.24,3042.05,34.322,-90021.45,1.1086,86.01,0,-1.6322,-2.005,0.8026,-4.42546,-7.914,0,34.83,False
-1.2342,3121.22,-3745.08,8030.56,2.16,8847.51,-1.829,-1425.614,3281.7,37.9404,-90071.298,3.862,34.86,1,-1.8973,-0.5876,1.4312,-4.47534,-6.4444,1,,False
-0.064356,2808.14,1941.12,7954.82,5.16,7430.91,-1.62326,-1254,3152.28,39.81,-90021.75,2.233,10.637,1,-3.743,-0.8514,2.674,-5.1622,-10.538,1,,False
-0.25269,2821.407,2160.12,2934.92,5.16,4209.21,-1.9498,-1324.82,3426.55,32.088,-90012.27,1.7268,4.9455,1,-1.34541,-0.4868,0.5784,-6.582,-9.868,1,,True
-0.0615834,2516.92,1960.02,9882.92,5.16,8483.31,-2.1037,-1214.52,2227.95,35.4128,-89845.8,0.8022,20.05,1,-1.6647,-0.7355,2.0006,-6.1904,-7.608,0,37.2,True
-0.063822,2849.26,1462.83,8762.92,5.16,8286.81,-1.9744,-1285.3,3243.58,62.3,-90003.66,3.412,36.22,0,-1.7994,-0.8999,1.5802,-5.4304,-12.552,0,,False
-2.9919,2858.49,629.82,7651.62,5.16,7738.11,-1.8608,-1355.98,3289.75,43.128,-90258.69,3.478,22.16,1,-2.41,-0.547,0.5158,-4.6258,-10.034,1,,True
-0.18084,2439.72,4484.82,7743.22,5.16,11142.81,-2.1182,-1467.52,3432.25,36.7624,-89995.8,1.1576,15.71,0,-2.825,-0.44049,2.91,-4.5558,-6.2746,0,33.81,False
-0.10293,2491.62,1990.02,8107.52,5.16,8602.11,-1.7706,-1276.24,3120.65,49.22,-90080.403,2.656,10.94,1,-3.598,-1.821,3.316,-6.076,-6.2416,0,,True
-0.7662,2137.52,1630.14,7642.88,5.16,6238.71,-3.913,-1299.38,3173.74,12.96,-90117.36,4.276,4.521,1,-1.9514,-0.5431,2.94,-5.9852,-5.9764,0,,False
-1.6071,2826.723,1657.35,7994.56,2.16,9441.42,-2.0448,-1418.848,3261.81,11.42,-90067.182,3.096,8.351,1,-4.437,-0.6331,6.514,-4.8554,-12.722,1,30,False
-0.4689,2675.02,1648.05,7303.52,5.16,11025.81,-1.58562,-1347.64,872.35,30.85,-89989.08,0.5694,9.525,1,-2.1696,-0.5466,2.986,-7.332,-12.388,1,32.76,True
-0.5799,2819.673,1650.21,7934.98,2.16,9434.22,-1.59675,-4233.04,3549.75,36.5446,-248364.33,1.3764,9.089,1,-1.904,-2.544,0.35616,-8.568,-12.548,0,,False
-0.12909,3053.22,150.12,8221.52,5.16,8789.31,-1.7421,-1365.92,3320.75,31.572,-89966.1,2.242,6.464,1,-1.9471,-0.8075,1.2754,-4.9426,-6.8122,0,36.81,False
-0.2427,2490.22,2002.62,7902.82,2.16,9387.09,-2.1138,-1448.4,3189.59,40.662,-89934.84,7.016,7.207,0,-2.1749,-1.706,1.0982,-7.118,-7.64,0,,False
-1.3182,2671.42,1870.92,7586.12,5.16,10039.11,-2.963,-1462.08,3842.25,29.804,-89945.31,0.7496,4.5723,1,-2.995,-0.556,4.104,-7.012,-7.2942,0,38.19,True
-0.6366,2890.19,1372.38,9662.52,2.16,7459.71,-1.7786,-1421.02,3543.55,31.504,-89769.24,1.5076,4.5617,1,-1.5538,-0.5877,1.1834,-5.1768,-12.75,0,33.9,True
-1.3896,2678.82,1154.82,8256.72,2.16,8987.67,-2.676,-520.84,2865.85,33.43,-90092.07,1.0788,5.903,0,-2.968,-2.289,0.6324,-5.2896,-6.707,1,38.28,True
-0.9072,3066.72,4286.52,8205.72,2.16,1956.21,-2.632,-1373.32,4035.45,44.622,-90388.53,0.604,18.75,0,-2.919,-0.44305,3.352,-4.648,-6.1238,0,,True
-2.1663,-717.88,1513.53,7797.26,2.16,9550.71,-2.5105,-1404.988,2996.65,41.822,-90059.64,2.284,10.533,1,-2.0881,-2.726,1.334,-7.882,-5.8378,1,,True
-0.085017,2751.99,1369.17,7665.22,2.16,9078.99,-3.406,-1402.212,3537.35,40.224,-90078.21,0.6324,6.137,0,-1.9025,-1.0106,5.314,-6.366,-6.326,1,,False
-0.067344,2526.52,-260.58,8009.8,5.16,10085.91,-2.0453,-1309.18,2724.65,20.054,-90101.43,1.038,8.713,1,-5.292,-0.6739,1.9688,-4.6486,-7.0174,0,34.53,False
-0.7737,2744.9,2062.92,7610.92,5.16,8122.11,-1.7117,-484.64,2842.35,36.695,-90048.861,1.1772,30.59,0,-2.798,-1.0822,0.6782,-6.35,-12.954,0,28.26,False
-1.1901,2320.12,1882.65,7249.12,2.16,8005.11,-2.267,-1132.64,3040.95,35.8616,-90049.221,2.24,13.045,0,-1.9019,-0.9416,1.669,-6.972,-6.81,0,37.23,False
-2.8668,2907.95,1259.52,7792.6,5.16,8846.91,-1.8902,-1346.58,3430.05,46.686,-90069.762,1.353,5.86,1,-2.68,-1.0331,0.8114,-6.1694,-7.826,0,,False
-2.9151,1581.12,1695.78,7565.92,5.16,9692.61,-2.0365,-1267.66,2500.25,31.84,-89987.22,0.8442,11.405,0,-1.9271,-1.1371,0.7002,-9.966,-6.3116,0,,False
-3.735,2876.49,3193.62,10980.92,2.16,8819.61,-2.702,-1379.6,3254.07,44.002,-90275.01,4.088,9.692,1,-1.4836,-1.678,3.04,-4.7862,-6.9746,0,,True
-0.075594,2923.59,1361.37,9928.92,2.16,7850.61,-1.66188,-850.24,3239.15,40.036,-90025.242,8.1,22.97,0,-1.5232,-0.9382,0.5946,-5.178,-9.68,1,37.62,True
-0.4983,2657.92,10675.92,8329.72,5.16,9259.32,-2.3543,-1452.62,3283.64,38.7364,-90787.53,3.902,16.36,1,-1.9903,-2.53,5.356,-4.4707,-6.7378,0,,True
-0.063234,3467.42,1538.37,8376.52,2.16,8505.21,-2.001,-1081.04,3375.65,38.1928,-89670.63,1.7194,23.25,1,-2.303,-1.583,0.9036,-6.982,-6.2126,1,29.82,False
-0.9465,3144.72,1350.63,7255.32,5.16,8631.81,-2.0801,-938.84,3242.8,24.854,-90042.639,3.92,13.806,1,-1.5614,-0.8563,0.4516,-6.516,-5.7155,1,,False
-1.005,2486.82,2249.82,7686.5,2.16,8671.41,-2.1257,155.96,3145.41,36.6276,-90216.15,4.794,6.303,0,-2.1176,-1.1056,0.4225,-5.4272,-7.3976,1,,False
-0.079653,2231.22,4089.12,7522.32,5.16,8795.91,-3.036,-1129.44,3138.07,32.68,-90065.118,5.442,8.471,0,-1.9946,-1.2648,1.2974,-4.7524,-6.9344,0,,False
-17.514,2180.02,2885.22,8458.12,2.16,9543.21,-2.0149,-1537.2,3246.75,47.02,-90009.36,1.6954,27.65,0,-2.019,-1.829,1.6974,-4.9008,-6.2018,1,,True
-2.2752,2498.32,1564.065,7678.7,2.16,10007.01,-2.1334,-1426.046,3164.62,36.7896,-90040.233,2.938,18.01,0,-1.8511,-0.9508,3.09,-13.112,-7.1084,1,,False
-1.3509,2626.52,1422.06,7695.18,2.16,9279.54,-2.656,-1247.28,3071.15,34.164,-90062.598,2.618,7.643,1,-3.127,-0.6432,1.549,-5.6748,-8.63,1,36.21,False
-1.2717,2937.62,1531.92,7626.12,5.16,8584.71,-2.588,-1399.862,4143.65,39.938,-90112.38,0.7316,40.64,1,-1.718,-1.0099,1.0332,-11.602,-8.538,0,32.85,False
-0.31728,3322.62,1315.95,8680.52,2.16,8852.01,-1.89,-1365.94,3280.02,37.14522,-89904.33,3.87,13.187,0,-2.0147,-2.162,3.308,-5.1016,-6.3708,1,38.91,True
-8.088,2751.95,1521.75,10502.92,2.16,8780.31,-1.7567,-876.84,2997.95,41.634,-90144.39,1.2736,13.44,1,-1.4904,-1.409,0.8322,-7.576,-7.896,1,,False
-1.5339,2634.72,1450.59,7935.88,2.16,10001.91,-1.6767,-1396.466,3116.97,28.204,-90045.063,1.0242,8.325,1,-2.314,-0.619,1.7472,-6.026,-7.2034,0,32.79,False
-0.22866,2716.32,1335.63,4022.92,5.16,9310.68,-3.174,-1421.946,3220.77,23.08,-90146.34,3.186,13.258,1,-1.3975,-2.07,0.6682,-7.116,-7.509,1,,False
-1.5498,3444.52,2113.02,7823.62,5.16,9203.403,-2.4545,-1503.72,3436.15,31.408,-90089.28,2.1238,11.462,1,-2.076,-1.3088,2.2318,-4.648,-5.8428,0,,False
-0.06444,2742.77,1788.96,7768.66,2.16,5346.21,-1.9033,-1046.64,3495.95,19.33,-90002.25,0.9968,4.7801,1,-3.792,-0.5396,0.546,-10.49,-6.8828,1,32.49,True
-0.35433,3088.52,1388.07,8100.12,2.16,1209.21,-1.8172,-1315.6,3305.17,55.94,-90100.17,3.846,28.43,1,-1.34271,-0.42541,1.0098,-5.4768,-6.952,1,34.5,False
-0.9009,2525.12,2251.92,9270.72,2.16,13131.21,-3.11,-1463.22,3332.55,28.274,-90119.67,2.496,7.555,1,-1.8087,-0.4994,6.986,-6.3114,-6.3764,1,32.46,True
-3.423,1578.12,1652.85,9054.92,5.16,8306.01,-1.66216,-1112.84,2980.25,25.196,-90096.39,0.8938,8.257,1,-1.7297,-0.5511,0.7754,-9.696,-5.8126,1,29.22,False
-0.15633,2979.62,1715.79,8649.72,5.16,6363.51,-1.8903,-1270.42,3261.6,41.018,-89970.18,3.47,53.09,1,-1.7878,-0.6002,1.3892,-9.086,-6.2964,1,34.32,True
-0.35451,2471.22,2339.82,7881.98,2.16,9294.45,-1.7889,-1487.16,3140.66,26.36,-88056.93,0.8422,34.2,1,-2.897,-2.701,1.0876,-5.606,-7.0752,1,39.87,True
-0.5559,3219.52,856.92,8217.92,2.16,7502.91,-1.8023,-1377.32,3292.88,40.042,-90020.28,3.536,9.823,1,-2.743,-0.8936,6.81,-4.5358,-6.7976,1,34.41,False
-0.7086,2748.12,1947.12,7584.52,5.16,9820.71,-1.9237,-1612.44,3291.95,36.5408,-89900.55,5.55,6.259,1,-1.9291,-1.3471,2.482,-7.086,-7.962,1,33.93,True
-6.12,2659.12,3850.62,7729.68,5.16,9391.77,-2.92,-1390.96,3070.05,38.9044,-89911.62,1.8918,15.19,0,-3.325,-1.2646,3.058,-4.6526,-9.95,1,,True
-0.1665,1252.12,1743.81,8653.92,5.16,8267.61,-1.7652,-1264.48,2979.15,37.5474,-89958.36,1.5744,9.788,0,-2.2287,-1.034,2.814,-9.118,-5.8088,0,38.7,True
-0.852,2880.58,1546.77,9476.52,5.16,8333.31,-1.7505,-1148.04,4037.65,34.36,-90081.828,0.51914,13.693,0,-1.4384,-0.7512,0.626,-9.032,-7.3494,0,,False
-0.801,2497.22,8518.92,7095.52,2.16,8978.37,-2.4046,-1390.32,2620.55,35.236,-90048.612,0.7128,8.527,0,-1.847,-0.8693,6.376,-4.47554,-7.852,0,32.64,False
-0.6075,2694.12,1655.73,6423.92,2.16,9032.7,-2.3543,1114.96,2552.35,40.082,-89951.58,0.7896,5.1531,1,-1.4353,-4.189,0.39568,-6.756,-8.942,0,32.13,False
-3.414,2700.12,1762.35,3160.92,2.16,2811.21,-1.8399,-305.44,3108.05,36.0054,-89977.41,4.754,11.483,1,-1.4066,-0.549,0.8194,-9.69,-10.818,1,,True
-1.2558,4409.12,1364.76,7892.78,2.16,9039.12,-3.18,-1474.58,3484.05,31.414,-89912.4,1.6554,16.86,0,-2.557,-1.1944,1.2196,-7.658,-5.805,1,,False
-0.531,2691.12,6520.92,7815.27,2.16,9175.452,-2.577,-1413.69,3393.85,46.07,-90004.5,0.55616,16.22,1,-2.704,-1.454,6.454,-4.49752,-8.376,0,,False
-0.10398,2200.52,1453.26,14606.92,2.16,9371.49,-2.2426,-1238.9,2439.45,32.702,-90173.58,0.9352,11.941,0,-1.3983,-0.7367,2.0444,-8.824,-6.3604,0,34.08,True
-6.54,2546.42,1290,14670.92,5.16,10401.51,-2.783,-1397.03,3170.61,40.472,-90046.161,3.442,9.404,0,-1.3925,-0.6977,1.9494,-6.654,-6.3658,1,,False
-0.079356,314.12,1884.66,7740.26,5.16,9252.81,-2.3952,-1453.6,3291.86,23.916,-90132.33,1.82,15.15,0,-2.359,-1.719,2.1254,-6.2872,-5.68974,1,,True
-6.102,2634.52,1474.14,6485.12,2.16,9233.25,-3.048,-1699.04,3447.45,46.044,-89614.83,1.1314,4.26599,0,-1.4423,-1.576,0.4564,-6.0558,-5.8876,0,,False
-1.6899,2435.12,934.32,4234.92,5.16,8624.91,-3.891,-1245.56,3121.09,22.396,-90030.105,3.852,8.342,1,-1.5605,-2.266,3.874,-5.5958,-6.3424,0,,False
-0.4665,2782.78,2503.92,9012.52,2.16,5940.21,-1.8102,-1399.702,3247.17,47.292,-90096.18,4.464,40.99,1,-1.8147,-0.41901,0.571,-5.1262,-6.1438,0,32.73,True
-0.11196,1148.12,685.92,18860.92,2.16,10270.41,-2.748,-1403.32,3027.15,33.238,-90089.31,1.8886,16.19,0,-1.3528,-0.8162,9.106,-4.7852,-5.8664,0,33.81,True
-0.7635,2855.97,1540.41,8309.32,2.16,9808.71,-1.61085,-1450.04,3361.45,37.719,-89436.33,1.534,20.01,1,-2.316,-0.6273,2.554,-7.81,-6.854,0,34.26,True
-0.3642,2593.22,8935.92,8663.32,2.16,6778.11,-2.0331,-1269.54,2084.35,46.132,-90077.958,0.50064,9.386,1,-2.0663,-0.6508,2.484,-4.4749,-6.859,1,34.65,True
-1.5438,2845.71,1755.96,7834.488,5.16,9823.41,-1.8062,-4531.04,4280.35,31.566,-89598.03,0.778,29.36,0,-3.242,-1.0036,0.35436,-6.82,-8.094,1,29.1,False
-0.8211,2873.69,1102.32,10382.92,5.16,9461.25,-2.2654,-1422.61,3265.34,27.36,-89821.92,2.464,6.005,0,-1.569,-0.9119,3.07,-5.1382,-7.0934,1,35.22,False
-0.081429,1816.12,2290.02,7812.96,5.16,9140.16,-1.7543,-1383.66,2712.35,38.7948,-90000.39,0.9082,5.199,0,-1.9458,-1.2439,5.546,-5.95,-6.3438,0,36.21,False
-5.247,2318.82,1363.65,8102.12,5.16,11010.51,-1.8622,-1449.58,3108.25,42.776,-90174.12,1.6056,8.177,1,-3.339,-0.6704,1.6676,-5.3024,-6.3758,1,,False
-1.0626,2641.12,1552.44,8041.32,5.16,9621.21,-1.5919,-1859.64,3221.4,38.5382,-90413.13,2.634,22.29,0,-3.56,-1.2586,0.41956,-8.136,-6.6982,0,,True
-1.0512,2363.42,1944.72,9446.12,5.16,9115.44,-1.65544,-374.04,2439.85,37.18962,-90159.42,0.915,25.71,1,-1.5491,-1.936,0.4868,-7.894,-7.4276,1,37.38,True
-0.065967,2907.98,1591.632,7780.96,5.16,10147.41,-2.1631,-1621.84,3550.75,46.662,-90110.61,1.1978,14.33,0,-2.2292,-0.5083,1.0058,-5.1506,-5.77214,0,,False
-0.24267,2726.22,5905.92,11116.92,5.16,9081.06,-2.2529,10.76,3128.17,35.6336,-90086.97,3.666,8.772,0,-1.4578,-1.529,0.36696,-4.5908,-11.744,0,36.66,True
-1.3998,2404.72,14734.92,6853.32,5.16,8540.31,-4.443,1930.96,459.35,48.442,-90167.07,0.54712,6.089,0,-1.6423,-1.441,0.3817,-4.42886,-7.872,0,,False
-0.4725,2743.72,1150.32,7893.62,5.16,9784.11,-1.66739,-1456.76,3171.92,54.824,-90102,1.258,38.17,0,-3.038,-1.2934,2.334,-5.1704,-9.804,0,31.17,False
-0.5838,2957.02,2787.12,8859.72,5.16,5028.21,-1.7355,-1332.82,4146.85,40.684,-90066.612,0.6722,9.557,0,-1.9955,-0.5884,2.2146,-5.3608,-7.752,1,34.5,True
-3.183,2362.42,2182.92,7662.22,5.16,8854.11,-1.9609,-1362.36,-718.65,50.396,-89693.73,0.48258,5.736,0,-2.372,-1.1116,6.884,-6.285,-7.696,1,,True
-0.21153,2840.72,1377.81,8089.32,2.16,9255.81,-1.8634,-1547.14,3574.55,35.7488,-89320.53,0.9052,15.28,0,-3.867,-3.831,1.009,-5.4164,-13.42,1,37.35,True
-0.071193,2566.42,1950.72,7663.82,5.16,13704.21,-3.061,-1236.44,3094.75,55.072,-90024.483,4.1,22.37,1,-3.158,-0.44138,0.9282,-5.1458,-9.33,0,,True
-5.091,2646.92,1594.728,7208.72,5.16,9323.37,-1.571509,-1124.24,3055.35,38.0506,-90142.02,3.118,27.07,1,-2.1024,-0.8632,1.094,-5.4212,-10.29,0,,False
-0.16413,1873.42,6019.92,6870.92,2.16,9154.71,-1.9076,-1371.2,3168.43,27.412,-90017.7,2.2294,4.6395,0,-1.4861,-2.236,1.165,-4.613,-6.2208,0,,False
-1.4379,-774.88,1954.02,7818.794,5.16,7806.21,-1.8156,-1164.24,3112.09,38.555,-90091.95,2.934,22.53,0,-4.168,-0.573,1.1278,-7.358,-5.76622,0,29.64,False
-0.23127,2574.22,2032.32,7144.52,5.16,8768.61,-1.7571,-1154.24,2938.45,21.042,-89977.59,1.355,10.798,1,-1.6168,-2.049,1.6562,-6.834,-7.962,1,34.86,True
-2.3301,2843.76,1458.12,7677.46,5.16,9256.53,-2.4053,-1457.66,4388.35,44.2,-90196.89,0.6086,14.3,0,-2.2583,-3.699,3.986,-5.3254,-6.5526,1,,False
-0.087168,2625.22,7486.92,8184.72,2.16,11062.11,-2.954,-1525.36,3677.25,40.426,-90037.098,1.05,27.57,1,-3.483,-0.42722,2.312,-4.5394,-5.72536,1,33.51,True
-1.4325,2566.22,2786.22,8069.92,2.16,9126.33,-2.2504,-1012.04,2829.15,16.32,-90113.94,0.7098,42.66,1,-3.45,-1.624,0.612,-4.4372,-6.6918,0,36.06,True
-0.12066,2885.29,1395.66,7392.32,2.16,8451.51,-2.815,-1122.04,3266.13,44.57,-90020.58,2.28,8.739,0,-1.8398,-1.0548,0.815,-5.5078,-6.0544,0,33.69,False
-8.865,1583.12,3215.22,7618.12,5.16,10046.01,-2.0179,-1391.616,2702.65,38.6424,-90167.31,0.7816,10.054,1,-1.8503,-0.5748,2.1962,-4.9574,-6.2074,1,38.67,True
